Seq_No,Lat,Lon,Page_No,Line_No,Quotation
1395,46,2,359,13,here's a Crappo
1396,46,2,359,27,fanciful French taste
1397,49.4667,-2.5833,360,1,a Guernsey-man
1398,46,2,360,11,returned to the Frenchman
1399,49.4667,-2.5833,360,12,"Guernsey-man, who had just"
1400,49.4667,-2.5833,360,16,"Guernsey-man, who did not"
1401,49.4667,-2.5833,360,20,roared the Guernsey-man
1402,49.4667,-2.5833,361,4,Guernsey-man had a little chat
1403,49.4667,-2.5833,361,7,Guernsey-man had not the slightest
1404,49.4667,-2.5833,361,11,"the Guernsey-man, under cover"
1405,49.4667,-2.5833,361,18,"by the Guernsey-man, who"
1406,49.4667,-2.5833,361,24,"said the Guernsey-man,"
1407,46,2,361,24,in French
1408,49.4667,-2.5833,361,28,the Guernsey-man to Stubb
1409,14.6943,-15.5953,361,30,St. Jago monkey
1410,49.4667,-2.5833,361,38,"said the Guernsey-man,"
1412,46,2,362,14,the Frenchman's boats
1413,46,2,362,18,the Frenchman soon increased
1414,41.9,12.5,362,24,old Roman tiles
1415,50.9212,-0.2187,362,25,English loam
1417,41.2833,-70.1,363,2,Nantucket-born Captain Coffin
1418,50.9212,-0.2187,363,3,English House of Commons
1419,46,2,363,6,French compound for grey amber
1420,39.1988,34.0723,363,12,Turks use it in cooking
1421,21.4167,39.8167,363,12,carry it to Mecca
1422,41.9,12.5,363,13,St. Peter's in Rome
1423,50.9424,7.0292,364,2,Cologne-water
1424,46,2,364,6,Frenchman's two whales
1425,67.1039,-50.3323,364,10,arrival of the Greenland whaling ships
1426,51.5171,-0.1062,364,11,in London
1428,51.5171,-0.1062,364,17,the Greenland dock
1429,67.1039,-50.3323,364,21,the coast of Greenland
1430,52.25,4.667,364,21,a Dutch village
1432,52.25,4.667,364,25,the Dutch whale fleet
1433,52.25,4.667,364,26,taken home to Holland
1435,21.7679,78.8718,364,41,an Indian town
1437,46,2,365,1,after encountering the Frenchman
1438,41.8531,-72.3584,365,28,Tolland County in Connecticut
1439,41.6,-72.7,365,28,Tolland County in Connecticut
1440,34.2248,-87.0092,366,42,"a whale would sell for thirty times what you would, Pip, in Alabama"
1442,49.4034,8.6792,368,3,"even to the baling of the Heidelburgh Tun, or Case"
1443,41.9,12.5,368,9,I sat down before a large Constantine's bath of it
1444,47.1307,8.7458,368,23,the old Paracelsan superstition that sperm is of rare virtue in allaying the heat of anger
1445,42.3647,-73.2256,369,20,They look much like blocks of Berkshire marble.
1446,46,2,369,29,a royal cutlet from the thigh of Louis de Gros
1447,49,4.5,369,31,an unusually fine vintage of the vineyards of Champagne
1448,67.1039,-50.3323,369,41,scraped off the back of the Greenland or right whale
1451,37.7885,-85.3279,371,8,longer than a Kentuckian is tall
1452,31.6989,35.3064,371,10,the secret groves of Queen Maachah in Judea
1453,31.7833,35.2167,,12,an abomination at the brook Kedron
1454,9.1021,18.2812,371,18,as an African hunter the pelt of a boa
1455,41.903,12.452,372,3,what a lad for a Pope were this mincer
1457,40.423,-98.7372,373,1,an American whaler is outwardly distinguished
1458,41.0128,28.9744,374,20,the famed Greek fire
1459,37.35,23.4667,374,23,"bore down upon the Turkish frigates, and folded them in conflagrations"
1461,37.6666,-78.6146,376,7,"Nevertheless, the sun hides not Virginia's Dismal Swamp"
1462,40.6667,15.1,376,7\8,nor Rome's accursed Campagne
1463,20.6328,11.2061,376,8,nor wide Sahara
1466,52.25,4.667,379,17,bride-grooms new-leaped from out the daintiest Holland
1467,38.3228,22.2592,380,19,O Pythagorus! That in bright Greece
1469,-11.2583,-75.1374,380,21,Peruvian coast last voyage
1470,42.3583,-71.0603,381,16,as they do hills about Boston
1472,38.5233,28.0428,381,18/19,the headwaters of many a Pactolus flow
1473,-0.2186,-78.5097,381,21,it still preserved its Quito glow
1474,-14.6048,-59.0625,382,1,those noble golden coins of South America
1475,40.6986,-3.2949,382,5,so Spanishly poetic
1476,-0.15,-78.35,382,7\8,REPUBLICA DEL ECUADOR
1477,-0.2186,-78.5097,382,8,QUITO
1478,-32.6528,-70.0111,382,10,midway up in the Andes
1479,-32.6528,-70.0111,382,11,the likeness of three Andes summits
1480,42.3583,-71.0603,383,1,did I have it now on Negro Hill
1481,40.719,-73.988,383,1,or on Corlear's Hook
1482,40.6986,-3.2949,383,3\4,your doubloons of old Spain
1483,-11.2583,-75.1374,383,4,your doubloons of Peru
1484,-35.1234,-71.572,383,4,your doubloons of Chili
1485,-18.4258,-66.5304,383,5,your doubloons of Bolivia
1486,2.4333,-76.6167,383,5,your doubloons of Popayan
1488,17.3833,78.4042,383,7,By Golconda! Let me read it
1489,42.3,-71.8,383,12,Massachusetts calendar
1490,42.3,-71.8,383,12,Massachusetts calendar
1491,54.1473,-4.6888,384,8,our old Manxman--the old hearse-driver
1492,55.675,12.5687,384,16,the old witch in Copenhagen
1493,41.8531,-72.3584,385,8,"father, in old Tolland County, cut down a pine tree once"
1495,41.2833,-70.1,386,title,"THE PEQUOD, OF NANTUCKET"
1496,50.9212,-0.2187,386,2,a ship showing English colors
1497,50.9212,-0.2187,387,22,"The White Whale,"" said the Englishman, pointing his ivory arm"
1498,50.9212,-0.2187,387,26,resting on the Englishman's shoulder
1499,50.9212,-0.2187,387,29\30,began the Englishman
1500,50.9212,-0.2187,387,39,"said the Englishman, good-humoredly"
1501,-12.0433,-77.0283,388,15,down comes the tail like a Lima Tower
1503,46,2,389,6\7,"en passant, as the French remark"
1504,50.9212,-0.2187,389,29,this bye-play between the two Englishmen
1505,50.9212,-0.2187,390,27,"Good God!"" cried the English Captain, to whom the question was put"
1506,11.8728,122.8613,390,33\34,the Manilla men were springing to their oars
1507,50.9212,-0.2187,390,34,In vain the English Captain hailed him
1509,50.9212,-0.2187,391,1,Ere the English ship fades from sight
1510,51.5171,-0.1062,391,1\2,"She hailed from London, and was named after the late Samuel Enderby, merchant of that city"
1511,50.9212,-0.2187,391,7\8,it fitted out the first English ships that ever regularly hunted the Sperm Whale
1512,41.2833,-70.1,391,9,our valiant Coffins and Maceys of Nantucket
1513,41.4,-70.6167,391,9\10,and the Vineyard had in large fleets pursued that Leviathan
1514,0,-30,391,10,but only in the North and South Atlantic
1515,41.2833,-70.1,391,11\12,"Be it distinctly recorder here, that the Nantucketers were the first among mankind to harpoon with civilized steel the great Sperm Whale"
1516,-55.9797,-67.2717,391,15,boldly rounded Cape Horn
1517,-13.9234,-166.6406,391,16,in the great South Sea
1518,50.9212,-0.2187,391,18,"soon followed by other ships, English"
1519,40.423,-98.7372,391,18,and American
1520,3.5134,-156.7969,391,19,the vast Sperm Whale grounds of the Pacific were thrown open
1521,50.9212,-0.2187,391,22,the British government was induced
1522,-13.9234,-166.6406,391,23,on a whaling voyage of discovery into the South Sea
1523,35.4112,135.8337,391,27,waters of Japan
1524,35.4112,135.8337,391,28,it was thus that the great Japanese Whaling Ground first became generally known
1525,41.2833,-70.1,391,29,"a Captain Coffin, a Natucketer"
1526,-13.9234,-166.6406,392,3,the great South Sea of the other world
1527,31.5394,-110.7556,392,5\6,somewhere off the Patagonian coast
1528,50.9212,-0.2187,392,9,"It minds me of the noble, solid Saxon hospitality"
1529,31.5394,-110.7556,392,12,for it's squally off there by Patagonia
1530,50.9212,-0.2187,392,32\33,some other English whalers I know of
1531,50.9212,-0.2187,392,35\36,The abounding good cheer of these English whalers
1532,50.9212,-0.2187,392,38,The English were preceded in the whale fishery
1533,52.25,4.667,392,38,by the Hollanders
1534,52.25,4.667,392,39,Zealanders
1535,55.72,12.57,392,39,and Danes
1536,50.9212,-0.2187,392,41,the English merchant ship scrimps
1537,50.9212,-0.2187,392,41\42,not so the English whaler
1538,50.9212,-0.2187,392,42,"in the English, this thing of whaling good cheer"
1539,52.25,4.667,393,4,"Dutch volume, which by the musty whaling smell of it"
1540,52.37,4.89,393,6,invaluable memoirs of some Amsterdam cooper
1541,52.25,4.667,393,9,professor of Low Dutch
1542,51,9,393,9,and High German in the college of Santa Claus
1543,52.25,4.667,393,13,ancient and learned Low Dutch book
1544,52.25,4.667,393,14,Holland
1545,52.25,4.667,393,16,180 sail of Dutch
1546,53.1897,5.8796,393,19,"60,000 lbs. Friesland pork"
1547,52.161,4.49,393,24,"20,000 lbs. Texel and Leyden cheese"
1548,46.2,6.15,393,26,550 ankers of Geneva
1549,52.25,4.667,393,35,every Low Dutch harpooner
1550,67.1039,-50.3323,393,35,in that ancient Greenland
1551,78.9,18.0167,393,36,and Spitzbergen whale fishery
1552,52.161,4.49,393,36_37,Texel and Leyden cheese consumed
1553,90,0,393,39,in those frigid Polar Seas
1554,52.25,4.667,394,3,one of these Dutch whalemen
1555,78.9,18.0167,394,4,from the Spitzbergen sea
1556,52.25,4.667,394,5,"5,400 Low Dutch_ seamen in all"
1558,41.2833,-70.1,394,14,loss might ensue to Nantucket
1559,41.6361,-70.9347,394,14,and New Bedford
1560,52.25,4.667,394,15,old Dutch whalers
1561,50.9212,-0.2187,394,16,that the English whalers have not neglected
1563,-8.9389,159.5305,395,title,A Bower in the Arsacides
1564,-8.9389,159.5305,395,27,"Tranquo, king of Tranque,"
1565,-8.9389,159.5305,395,27,one of the Arsacides
1566,-8.9389,159.5305,395,27,for being at Tranque
1567,36.7667,3.05,395,28,when attached to the trading ship Dey of Algiers
1568,-8.9389,159.5305,395,29,Arsacidean holidays
1569,-8.9389,159.5305,395,29,with the lord of Tranque
1570,-8.9389,159.5305,395,29,at his retired palm-villa at Pupella
1571,-8.9389,159.5305,396,2,had brought together in Pupella
1572,-8.9389,159.5305,396,12,Pupella glen
1573,-8.9389,159.5305,396,13,the vertebrae were carved with Arsacidean
1574,42.2876,-73.3204,396,18,green as mosses of the Icy Glen
1575,-8.9389,159.5305,397,4,with a ball of Arsacidean twine
1576,53.75,-0.36,397,18,"There is a Leviathanic museum, they tell me, in Hull, England"
1577,50.9212,-0.2187,397,18,England
1578,42.9956,-71.4553,397,20,"in the museum of Manchester, in New Hampshire"
1579,43.6541,-71.5642,397,20_21,in New Hampshire
1580,67.1039,-50.3323,397,22,Greenland or River whale
1581,40.423,-98.7372,397,22,in the United States
1582,54,-1.5,397,22_23,"Yorkshire, England, Burton Constable by name"
1583,50.9212,-0.2187,397,23,
1585,67.1039,-50.3323,398,5,largest sized Greenland whale
1586,-8.9389,159.5305,398,20,the sperm whale's skeleton at Tranque
1587,-8.9389,159.5305,399,7,In some of the Arsacides they are used for beams
1588,-8.9389,159.5305,399,10,largest of the Tranque ribs
1589,40.7506,14.4897,399,26,Pompey's Pillar
1591,45.8336,6.865,401,18_19,at the base of the Alps
1592,45.5856,9.9303,401,19,in Lombardy
1593,46,2,401,19,in France
1594,50.9212,-0.2187,401,19,in England
1595,56.4396,-4.0532,401,19,in Scotland
1596,31.0413,-91.836,401,20,Lousiana
1597,32.9906,-89.5261,401,20,Mississippi
1598,34.2248,-87.0092,401,20,and Alabama
1599,48.8742,2.347,401,21,which in the year 1779 was disinterred in the Rue Dauphine in Paris
1600,48.8742,2.347,401,21,in Paris
1601,48.8742,2.347,401,22,almost directly upon the palace of the Tuileries
1602,51.2209,4.4021,401,23,in excavating the great docks of Antwerp
1603,34.2248,-87.0092,401,26_27,"on the plantation of Judge Creagh, in Alabama"
1604,34.2248,-87.0092,401,28,the Alabama doctors declared
1605,50.9212,-0.2187,401,30,"Owen, the English Anatomist"
1606,51.5171,-0.1062,401,34,in his paper read before the London Geological Society
1608,-32.6528,-70.0111,402,4,present lines of the Andes
1609,27.9881,86.9253,402,4,and Himmalehs
1610,28.8013,31.1711,402,11,"Egyptian tablets, whose antiquity seems to claim for them almost fossiliferous"
1611,26.1417,32.6703,402,13,temple of Denderah
1612,9.1021,18.2812,402,34,John Leo the old Barbary traveler
1613,41.2833,-70.1,402,35,"Nantucketer, and a whaleman"
1615,34.2248,-87.0092,403,9,by far the largest is the Alabama
1616,51.694167,-2.029722,403,21,Rope Walks and Thames Tunnels of Whales!
1617,52.3,-3.7,403,21,Tunnels of Whales!
1618,55.72,12.57,403,22_23,a Danish member of the Academy of Sciences
1619,64.8343,-18.977,403,23,Iceland whales
1620,46,2,403,25,"Lacepede, the French Naturalist"
1621,28.8013,31.1711,404,4,Egytian mummies that were buried thousands of years
1622,37.7885,-85.3279,404,5,do not measure so much in their coffins as a modern Kentuckian
1623,28.8013,31.1711,404,6,sculptured on the oldest Egyptian
1624,36.3414,43.1292,404,7,and Nineveh tablets
1625,41.2833,-70.1,404,12,Nantucketers
1626,40.4298,-88.9244,404,20,overspread by tens of thousands the prairies of Illinois
1627,38.5,-92.5,404,21,and Missouri
1628,40.4298,-88.9244,404,26,the census of the buffalo in Illinois
1629,51.5171,-0.1062,404,27,of men now in London
1630,56.7577,-86.4196,404,33,Canadian
1631,40.423,-98.7372,404,33,and Indian hunters and trappers
1632,40.423,-98.7372,405,18,by the Americans alone
1633,15.4921,73.8185,405,22,historian of Goa
1634,13.9202,101.0168,405,22,at one hunting the King of Siam
1635,49.838,105.8203,405,28,twice as large as all Asia
1636,40.423,-98.7372,405,29,Americas
1637,53,9,405,29,Europe
1638,9.1021,18.2812,405,29,and Africa
1639,-32.3456,141.4346,405,29,"New Holland, and all the isles of the sea combined"
1640,48.8742,2.347,405,39,over the site of the Tuileries
1641,51.4788,-0.6067,405,39,and Windsor Castle
1642,55.7517,37.6178,405,40,and the Kremlin
1643,52.2066,5.6422,405,41,"again flooded, like the Netherlands, to kill off its rats"
1645,51.5171,-0.1062,406,2,Enderby of London
1646,41.2833,-70.1,406,13,from Nantucket
1649,53.3833,-1.4667,409,34,Sheffield contrivances
1651,38.3228,22.2592,412,13,"Greek, Prometheus, who made men, they say"
1653,38.3228,22.2592,412,15,the remainder the Greek made
1654,9.1021,18.2812,412,16,the Africans of
1655,51.503,-0.052,412,20_21,chest modeled after the Thames Tunnel
1656,38.3228,22.2592,413,23,proud as a Greek god
1657,41.9,12.5,413,26,with the wealthiest Praetorians at the auction of the Roman
1659,28.5417,120.15,415,5,drawing nigh to Formosa
1660,20.7,122,415,6,and the Bashee Isles
1661,32.9043,110.4677,415,6,tropical outlets from the China
1662,3.5134,-156.7969,415,7,waters into the Pacific
1663,35.4112,135.8337,415,9,long eastern coasts of the Japanese islands
1664,36,138,415,9,"Niphon,"
1665,43,142,415,9,"Matsmae,"
1666,33.75,133.5,415,9,Sikoke
1667,35.4112,135.8337,415,17,Now that we are nearing Japan
1668,41.2833,-70.1,416,6,Let the owners stand on Nantucket beach
1670,33,44,418,16,no dying Chaldee
1671,38.3228,22.2592,418,16,or Greek
1673,41.2833,-70.1,418,24,that while in Nantucket
1674,41.2833,-70.1,418,26,all whalemen who died in Nantucket
1675,41.2833,-70.1,418,34,he desired a canoe like those of Nantucket
1676,10.57,72.63,418,41,aboriginal groves of the Lackaday islands
1677,40.8,-73.3,419,1,ejaculated the Long Island sailor
1678,12.1167,-68.9333,419,32,But if the currents carry ye to those sweet Antilles
1679,12.1167,-68.9333,419,34,I think he's in those far Antilles
1680,12.1167,-68.9333,420,3,tell all the Antilles he's a runaway
1682,20.7,122,422,1,When gliding by the Bashee Isles
1683,-13.9234,-166.6406,422,1,we emerged at last upon that great South Sea
1684,3.5134,-156.7969,422,2,I could have greeted my dear Pacific
1685,37.9397,27.3408,422,7,of the Ephesian sod over the buried Evangelist St. John
1687,3.5134,-156.7969,422,13,"this serene Pacific, once beheld"
1688,4.5655,66.4453,422,14,the Indian
1689,0,-30,422,15,ocean and Atlantic being but its arms
1690,36.4885,-119.7014,422,16,Californian towns
1691,49.838,105.8203,422,17,Asiatic lands
1692,35.4112,135.8337,422,19,impenetrable Japans
1693,3.5134,-156.7969,422,19,"mysterious, divine Pacific zones"
1694,20.7,122,422,25,sugary musk from the Bashee Isles
1695,35.4112,135.8337,422,28,towards the Japanese cruising grounds
1697,3.5134,-156.7969,425,32,and from the hearts of infinite Pacifics
1700,35.4112,135.8337,429,1,the Japanese cruising ground
1702,41.2833,-70.1,432,3,"a Nantucket ship, the Bachelor"
1703,-13.9234,-166.6406,433,7,from the Polynesian isles
1704,40.8,-73.3,433,8,three Long-Island negroes
1705,48.8533,2.3683,433,12,thought they were pulling down the cursed Bastile
1706,41.2833,-70.1,433,40,for that vial was filled with Nantucket soundings
1708,14.5833,121,434,10,green convent valleys of the Manilla isles
1709,40.6986,-3.2949,434,10,the Spanish land-breeze
1710,32.9043,110.4677,434,22,where for long Chinese ages
1711,5.1296,11.4381,434,23,as stars that shine upon the Niger's unknown source
1713,31.3333,35.5,436,12,Asphaltites of unforgiven ghosts
1714,31.3333,35.5,436,12,of Gomorrah
1715,40.423,-98.7372,436,21,wood of the last one must be grown in America
1717,35.4112,135.8337,438,8,in that Japanese sea
1718,35.4112,135.8337,438,9,That unblinkingly vivid Japanese sun
1720,23.42,90.22,440,1,the tiger of Bengal crouches
1721,22.0289,-79.937,440,3,gorgeous Cuba knows tornadoes
1722,35.4112,135.8337,440,4,in these resplendent Japanese seas the sailor encounters
1723,-34.3581,18.4719,441,27,round the Cape of Good Hope is the shortest way to Nantucket
1724,41.2833,-70.1,441,27,shortest way to Nantucket
1729,35.4112,135.8337,450,40,Japan the nearest
1732,-17.6667,-149.45,455,16,The golden-hued Tahitian
1733,54.1473,-4.6888,455,16,and the grizzly Manxman
1734,54.1473,-4.6888,455,21,The Manxman took the reel
1735,54.1473,-4.6888,455,25,when the old Manxman
1736,-17.6667,-149.45,456,20,"Haul in there, Tahitian"
1737,54.1473,-4.6888,456,20,"reel up, Manxman"
1738,-17.6667,-149.45,456,23,"Haul in, haul in, Tahition"
1739,-17.6667,-149.45,456,28,"Jerk him, Tahiti!"
1740,54.1473,-4.6888,456,31,"Peace, thou crazy loon,"" cried the Manxman"
1741,54.1473,-4.6888,457,12,"There go two daft ones now,"" muttered the old Manxman"
1743,41.9,12.5,458,13,the carved Roman slave
1744,54.1473,-4.6888,458,15,Yet the gray Manxman
1745,54.1473,-4.6888,459,19,But again the old Manxman said nay
1746,41.4,-70.6167,460,11,when I kept my job-shop in the Vineyard
1747,46.6374,-68.2617,460,17,but I'm made of knottly Aroostook hemlock
1748,39.1988,34.0723,460,24,Turk's-headed life lines
1750,-0.7608,-91.0228,462,11,I've heard that the Isle of Albermarle
1751,-0.6667,-90.55,462,11,one of the Gallipagos
1755,54.1473,-4.6888,463,6,muttered the old Manxman
1756,41.2833,-70.1,463,15,recognised by Ahab for a Nantucketer he knew
1757,54.1473,-4.6888,464,28,said the old Manx sailor
1758,41.2833,-70.1,464,42,Nantucketer's paternal love
1759,41.2833,-70.1,464,44,that Nantucket captains will send a son
1762,37.6,14.1667,470,39,suddenly cried the Sicilian seaman
1763,41.9,12.5,471,5,would be king of Rome
1765,41.2833,-70.1,472,18,"Look ye, Nantucketer"
1768,3.5134,-156.7969,475,29,nor did all the Pacific
1770,-55.9797,-67.2717,476,4,and sailed for Cape Horn the next day
1771,41.2833,-70.1,476,30,on our way to see old Nantucket
1772,41.2833,-70.1,476,31,"even as this, in Nantucket"
1773,41.2833,-70.1,476,38,we head for Nantucket!
1775,-32.6528,-70.0111,477,13,making hay somewhere under the slopes of the Andes
1777,0,-30,479,6_7,moon-lit Atlantic
1778,4.5655,66.4453,479,7,and Indian oceans
1779,39.1988,34.0723,479,36,soft Turkish-rugged waters
1780,35.21,24.91,480,9,for the nuptial bower in Crete
1781,37.6666,-78.6146,480,24,Virginia's Natural Bridge
1782,50.18,-4.265,482,3,base of Eddystone
1783,31.7833,35.2167,482,9,Antiochus's elephants in the Book of the Maccabees
1785,41.2833,-70.1,485,11,among the Natnucket commanders
1786,41.2833,-70.1,485,29,when these Nantucketers time that other Leviathan of the deep
1789,67.1039,-50.3323,492,16,the earthy clefts of Greenland ice
1790,40.8206,14.4297,492,17,or Vesuvius lava
1791,29.1536,-89.2508,493,2,mightiest Mississippies of the land
1793,41.2833,-70.1,493,32,from the sand-hills of Nantucket
1795,42.8608,-72.1086,497,14,"his great, Monadnock hump"
1796,40.423,-98.7372,498,40,wood could only be American
1797,39.1988,34.0723,499,15_16,voicelessly as Turkish mutes bowstring their victims
